0.000000 0.000000 0.0
0.010000 0.000089 0.004441
0.020000 0.000355 0.008877
0.030000 0.000798 0.013304
0.040000 0.001417 0.017717
0.050000 0.002211 0.022113
0.060000 0.003178 0.026486
0.070000 0.004317 0.030834
0.080000 0.005624 0.035151
0.090000 0.007098 0.039435
0.100000 0.008736 0.043681
0.110000 0.010535 0.047885
0.120000 0.012491 0.052045
0.130000 0.014600 0.056155
0.140000 0.016860 0.060214
0.150000 0.019265 0.064217
0.160000 0.021812 0.068162
0.170000 0.024495 0.072045
0.180000 0.027311 0.075863
0.190000 0.030253 0.079614
0.200000 0.033318 0.083294
0.210000 0.036499 0.086901
0.220000 0.039791 0.090434
0.230000 0.043189 0.093889
0.240000 0.046687 0.097264
0.250000 0.050279 0.100558
0.260000 0.053960 0.103769
0.270000 0.057723 0.106895
0.280000 0.061564 0.109935
0.290000 0.065475 0.112888
0.300000 0.069451 0.115752
0.310000 0.073486 0.118526
0.320000 0.077574 0.121210
0.330000 0.081710 0.123803
0.340000 0.085887 0.126305
0.350000 0.090100 0.128715
0.360000 0.094343 0.131032
0.370000 0.098611 0.133258
0.380000 0.102897 0.135391
0.390000 0.107198 0.137433
0.400000 0.111506 0.139383
0.410000 0.115818 0.141241
0.420000 0.120128 0.143009
0.430000 0.124431 0.144687
0.440000 0.128723 0.146276
0.450000 0.132999 0.147777
0.460000 0.137255 0.149191
0.470000 0.141488 0.150519
0.480000 0.145692 0.151762
0.490000 0.149865 0.152923
0.500000 0.154003 0.154003
0.510000 0.158104 0.155003
0.520000 0.162163 0.155926
0.530000 0.166180 0.156774
0.540000 0.170151 0.157547
0.550000 0.174075 0.158250
0.560000 0.177949 0.158883
0.570000 0.181773 0.159450
0.580000 0.185545 0.159953
0.590000 0.189264 0.160393
0.600000 0.192930 0.160775
0.610000 0.196541 0.161099
0.620000 0.200098 0.161370
0.630000 0.203601 0.161588
0.640000 0.207050 0.161758
0.650000 0.210446 0.161881
0.660000 0.213788 0.161961
0.670000 0.217079 0.161999
0.680000 0.220318 0.161999
0.690000 0.223508 0.161962
0.700000 0.226649 0.161892
0.710000 0.229744 0.161791
0.720000 0.232793 0.161662
0.730000 0.235799 0.161506
0.740000 0.238764 0.161327
0.750000 0.241690 0.161127
0.760000 0.244579 0.160907
0.770000 0.247434 0.160671
0.780000 0.250257 0.160421
0.790000 0.253051 0.160159
0.800000 0.255819 0.159887
0.810000 0.258563 0.159607
0.820000 0.261287 0.159321
0.830000 0.263993 0.159032
0.840000 0.266684 0.158740
0.850000 0.269364 0.158449
0.860000 0.272035 0.158160
0.870000 0.274701 0.157874
0.880000 0.277365 0.157594
0.890000 0.280029 0.157320
0.900000 0.282698 0.157054
0.910000 0.285374 0.156799
0.920000 0.288060 0.156554
0.930000 0.290759 0.156322
0.940000 0.293474 0.156103
0.950000 0.296208 0.155899
0.960000 0.298965 0.155711
