Number of cycles (x 1000) : 2000
Number of init cycles    : 200
Volume : 122.347681   Box : 4.964383
Volume : 122.126479   Box : 4.961389
Volume : 121.237886   Box : 4.949327
Volume : 121.388058   Box : 4.951369
Volume : 121.456245   Box : 4.952296
Volume : 120.988430   Box : 4.945930
Volume : 120.972298   Box : 4.945710
Volume : 120.538496   Box : 4.939791
Volume : 120.673581   Box : 4.941636
Volume : 120.430157   Box : 4.938311
Volume : 120.227705   Box : 4.935542
Volume : 120.269128   Box : 4.936109
Volume : 120.224319   Box : 4.935496
Volume : 120.254677   Box : 4.935911
Volume : 120.644683   Box : 4.941241
Volume : 120.315472   Box : 4.936743
Volume : 120.246063   Box : 4.935793
Volume : 120.292445   Box : 4.936428
Volume : 120.063735   Box : 4.933297
Volume : 120.187869   Box : 4.934997
Volume : 120.224496   Box : 4.935498
Volume : 120.111515   Box : 4.933952
Volume : 120.184163   Box : 4.934946
Volume : 120.278545   Box : 4.936238
Volume : 120.277078   Box : 4.936218
Volume : 120.695350   Box : 4.941933
Volume : 120.627913   Box : 4.941012
Volume : 120.681368   Box : 4.941742
Volume : 120.688613   Box : 4.941841
Volume : 120.648984   Box : 4.941300
Volume : 120.595312   Box : 4.940567
Volume : 120.350660   Box : 4.937224
Volume : 120.420017   Box : 4.938172
Volume : 119.755607   Box : 4.929073
Volume : 119.185873   Box : 4.921244
Volume : 119.201321   Box : 4.921457
Volume : 119.290646   Box : 4.922686
Volume : 119.270198   Box : 4.922405
Volume : 118.894510   Box : 4.917231
Volume : 119.114854   Box : 4.920267
Volume : 119.114611   Box : 4.920263
Volume : 119.338443   Box : 4.923343
Volume : 118.873349   Box : 4.916939
Volume : 118.871576   Box : 4.916915
Volume : 119.105096   Box : 4.920132
Volume : 119.307871   Box : 4.922923
Volume : 119.402569   Box : 4.924225
Volume : 119.369096   Box : 4.923765
Volume : 119.361183   Box : 4.923656
Volume : 119.380608   Box : 4.923923
Volume : 119.275959   Box : 4.922484
Volume : 119.312731   Box : 4.922990
Volume : 118.702278   Box : 4.914579
Volume : 118.954914   Box : 4.918063
Volume : 119.155331   Box : 4.920824
Volume : 118.759133   Box : 4.915364
Volume : 118.626473   Box : 4.913533
Volume : 118.846306   Box : 4.916566
Volume : 118.717318   Box : 4.914787
Volume : 118.637260   Box : 4.913682
Volume : 118.828276   Box : 4.916318
Volume : 118.800797   Box : 4.915939
Volume : 118.815685   Box : 4.916144
Volume : 118.734810   Box : 4.915028
Volume : 118.763025   Box : 4.915418
Volume : 118.444339   Box : 4.911017
Volume : 118.675938   Box : 4.914216
Volume : 118.283622   Box : 4.908795


Fraction Succes (Displ.) : 0.121637
Fraction Succes (Volume) : 0.363659
Average Volume           : 138.225828
Average Density          : 0.723454
