0, 0.228760
1, 0.175870
2, 0.135850
3, 0.103080
4, 0.079570
5, 0.062910
6, 0.048990
7, 0.039200
8, 0.031310
9, 0.024290
10, 0.018780
11, 0.014120
12, 0.009900
13, 0.006770
14, 0.005120
