# Results for the photon gas
# <beta> <occupancy> <rel. error>
0.25 3.364719 0.044334
0.50 1.518124 0.015161
0.75 0.893944 0.001465
1.00 0.584360 0.004094
1.25 0.399921 0.004059
1.50 0.288596 0.004800
2.00 0.156292 0.001441
3.00 0.051146 0.023850
4.00 0.019517 0.046067
0.25 3.364719 0.044334
