0.040000 0.000000
0.050000 0.000012
0.060000 0.000287
0.070000 0.002165
0.080000 0.008599
0.090000 0.023037
0.100000 0.045936
0.110000 0.073199
0.120000 0.098350
0.130000 0.115306
0.140000 0.120520
0.150000 0.114936
0.160000 0.101604
0.170000 0.083826
0.180000 0.065359
0.190000 0.048501
0.200000 0.034496
0.210000 0.023528
0.220000 0.015537
0.230000 0.009954
0.240000 0.006155
0.250000 0.003712
0.260000 0.002192
0.270000 0.001250
0.280000 0.000705
0.290000 0.000388
0.300000 0.000212
0.310000 0.000115
0.320000 0.000059
0.330000 0.000028
0.340000 0.000014
0.350000 0.000009
0.360000 0.000005
0.370000 0.000003
0.380000 0.000001
0.390000 0.000000
0.400000 0.000000
0.410000 0.000000
0.420000 0.000000

