0.455000 0.000000
0.456000 0.000000
0.457000 0.000001
0.458000 0.000000
0.459000 0.000001
0.460000 0.000001
0.461000 0.000005
0.462000 0.000006
0.463000 0.000009
0.464000 0.000018
0.465000 0.000029
0.466000 0.000032
0.467000 0.000042
0.468000 0.000071
0.469000 0.000094
0.470000 0.000151
0.471000 0.000221
0.472000 0.000324
0.473000 0.000412
0.474000 0.000565
0.475000 0.000814
0.476000 0.001142
0.477000 0.001461
0.478000 0.001961
0.479000 0.002547
0.480000 0.003311
0.481000 0.004270
0.482000 0.005408
0.483000 0.006672
0.484000 0.008178
0.485000 0.009936
0.486000 0.012035
0.487000 0.014367
0.488000 0.016818
0.489000 0.019637
0.490000 0.022296
0.491000 0.025663
0.492000 0.028372
0.493000 0.031342
0.494000 0.034435
0.495000 0.036751
0.496000 0.039224
0.497000 0.041535
0.498000 0.042698
0.499000 0.043897
0.500000 0.044101
0.501000 0.044169
0.502000 0.043626
0.503000 0.042873
0.504000 0.041298
0.505000 0.039163
0.506000 0.036728
0.507000 0.033918
0.508000 0.031399
0.509000 0.028291
0.510000 0.025243
0.511000 0.022416
0.512000 0.019486
0.513000 0.016766
0.514000 0.014205
0.515000 0.012022
0.516000 0.010030
0.517000 0.008153
0.518000 0.006685
0.519000 0.005328
0.520000 0.004133
0.521000 0.003288
0.522000 0.002564
0.523000 0.001938
0.524000 0.001439
0.525000 0.001103
0.526000 0.000840
0.527000 0.000597
0.528000 0.000431
0.529000 0.000317
0.530000 0.000218
0.531000 0.000156
0.532000 0.000099
0.533000 0.000074
0.534000 0.000057
0.535000 0.000035
0.536000 0.000021
0.537000 0.000013
0.538000 0.000009
0.539000 0.000006
0.540000 0.000003
0.541000 0.000002
0.542000 0.000001
0.543000 0.000001
0.544000 0.000001
0.545000 0.000000
0.546000 0.000002

