5.503212
500
0.017686
-0.072004 -0.073256 0.096488
0.007649 -0.243131 0.813458
-0.209334 0.209782 1.355765
-0.023702 0.035094 2.101431
-0.120014 -0.164738 2.800249
-0.101147 0.209996 3.437401
-0.110956 -0.092958 4.157636
-0.242411 0.106955 4.876925
0.381741 0.562707 0.069856
-0.236743 0.469087 0.651063
0.164573 0.844109 1.343921
0.319229 0.867398 2.049742
0.066678 0.520409 2.668675
-0.316600 0.946260 3.146803
-0.021272 0.644536 4.110202
-0.200819 0.875129 4.799618
-0.027632 1.223516 -0.060508
0.211078 1.057022 0.606165
-0.079075 1.520976 1.068006
-0.125639 1.457272 1.812052
-0.358287 1.184109 2.454245
0.257949 1.527018 3.328674
0.358446 1.320076 4.049228
-0.118361 1.560124 4.528051
0.179308 1.840946 -0.370342
-0.004275 1.836507 0.391965
0.249443 2.170767 1.177092
-0.293717 2.231359 1.689176
-0.139036 1.884819 2.565226
0.130958 2.250454 3.229043
-0.069615 1.934887 3.882194
-0.084994 2.397344 4.579453
-0.188168 2.406679 -0.115862
0.108446 2.580884 0.542916
-0.102473 2.838066 1.231376
-0.010058 2.937066 1.987226
0.219791 2.556247 2.551506
0.296373 2.969795 3.304072
0.241098 2.574176 3.914326
0.268616 3.106333 4.714544
0.097851 3.103682 -0.013656
-0.303199 3.307784 0.654127
0.285068 3.425367 1.495985
0.056810 3.630939 2.199162
-0.234746 3.123962 2.729283
0.043762 3.661452 3.281723
-0.286027 3.035822 4.194910
-0.085503 3.710636 5.022026
-0.302812 4.428621 -0.238017
0.089319 3.834628 0.256888
-0.124899 3.964075 0.965671
0.031303 4.212934 1.643059
-0.259727 4.424744 2.894612
-0.419427 4.185102 3.573790
-0.058958 3.794647 4.091767
-0.428666 4.222597 4.573716
-0.501669 4.838643 0.415478
-0.382343 4.666180 1.143297
0.134490 4.998972 1.585790
-0.209860 4.834683 2.265802
-0.789574 5.038076 2.867412
-0.124883 4.953404 3.436083
-0.451364 4.732663 4.064584
-0.058510 4.896405 4.745083
0.473392 -0.267547 -0.382846
0.651218 -0.144738 0.355777
0.673372 -0.287369 1.149357
0.515132 0.190778 1.653717
0.624624 -0.199693 2.337326
0.577617 0.084321 3.034420
0.513506 0.109141 3.798469
0.720195 -0.156079 4.421995
0.996971 0.307360 -0.274382
0.504778 0.385572 0.879584
0.895563 0.797626 1.571301
0.900811 0.481395 2.258798
0.837995 0.747224 2.925813
0.346488 0.791166 3.476646
0.726942 0.689766 4.190428
0.404784 0.414634 4.794550
0.678285 1.354510 0.126413
0.903870 1.045332 0.867494
0.557512 1.458833 1.476742
0.847021 1.382146 2.155500
0.333427 1.225015 2.681159
0.931329 1.275327 3.595952
1.028411 1.495044 4.340621
0.499007 1.171919 4.854900
0.680240 2.153991 0.187095
0.666605 1.735429 0.778263
0.961492 2.070958 1.402247
0.370058 2.007638 1.974433
0.606466 1.902735 2.701970
0.740837 2.024626 3.599295
0.529807 2.026291 4.394374
0.889746 1.777145 5.045611
0.818441 2.881207 0.211923
0.743378 2.686048 0.913104
0.571220 2.676238 1.616412
0.880304 2.479818 2.265528
0.803620 2.527217 3.034426
0.962394 2.893941 3.653321
0.821464 2.713696 4.357256
0.522200 2.497582 5.062593
0.699885 3.537476 -0.055642
0.411766 3.311843 0.723604
0.982276 3.310860 1.334396
0.786740 3.203290 2.059892
0.496950 3.296894 2.702869
0.803785 3.604406 3.328786
0.418724 3.286712 3.987881
0.711760 3.678123 4.695764
0.443766 4.226927 -0.284426
0.744322 4.149655 0.408047
0.628595 3.928246 1.098910
0.707871 3.913647 1.917651
0.401902 4.061254 2.701390
0.291156 4.339133 3.445854
0.670719 3.993469 3.970726
0.282500 4.250217 4.531689
0.212572 4.755312 0.174296
0.300382 4.564490 0.866219
0.758571 4.555563 1.441152
0.456275 4.587780 2.121578
0.388837 4.794244 2.829970
0.670482 5.002546 3.465774
0.299969 4.803340 4.066764
0.842127 4.671139 4.724517
1.384496 -0.233264 0.122271
1.259750 -0.033575 0.848650
1.264731 0.091234 1.587986
1.455794 -0.030290 2.323088
1.405103 0.140746 3.073789
1.294968 -0.196799 3.779308
1.402856 0.262853 4.370111
1.297378 -0.249970 4.881278
1.759580 0.449208 -0.287422
1.080427 0.515992 0.420179
1.529828 0.720258 1.154502
1.544874 0.687413 1.908915
1.521025 0.689913 2.646013
1.088654 0.518596 3.590174
1.440904 0.965352 4.041410
1.164008 0.860040 4.748040
1.276437 1.013779 -0.079641
1.435374 1.555779 0.866947
1.369783 1.369112 1.573725
1.561464 1.326066 2.312478
1.123351 1.403159 2.887293
1.606499 1.001395 3.323243
1.770624 1.609759 4.131331
1.539116 1.529599 4.861087
1.369911 1.711657 0.155397
1.273356 2.229191 0.680617
1.712639 2.022997 1.376054
1.344394 1.971327 2.034234
1.340237 2.108360 2.760647
1.459907 1.771790 3.449395
1.273320 2.163616 4.070599
1.292230 2.315587 4.790606
1.388131 2.473770 -0.003552
1.535629 2.917621 0.618172
1.378089 2.685101 1.308987
1.493493 2.813931 2.021599
1.202722 3.017637 2.688198
